COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);463C;Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);463D;Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);463E;Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);464A;Assistants de la publicité, des relations publiques;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);464B;Interprètes, traducteurs;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);465A;Concepteurs et assistants techniques des arts graphiques, de la mode et de la décoration salariés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);465B;Assistants techniques de la réalisation des spectacles vivants et audiovisuels salariés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);465C;Photographes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);466A;Responsables commerciaux et administratifs des transports de voyageurs et du tourisme (non cadres);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);466B;Responsables commerciaux et administratifs des transports de marchandises (non cadres);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);466C;Responsables d'exploitation des transports de voyageurs et de marchandises (non cadres);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);467A;Chargés de clientèle bancaire;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);467B;Techniciens des opérations bancaires;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);467C;Professions intermédiaires techniques et commerciales des assurances;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);467D;Professions intermédiaires techniques des organismes de sécurité sociale;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);468A;Maîtrise de restauration : salle et service;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);468B;Maîtrise de l'hébergement : hall et étages;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);471A;Techniciens d'étude et de conseil en agriculture, eaux et forêt;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);471B;Techniciens d'exploitation et de contrôle de la production en agriculture, eaux et forêt;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);472A;Dessinateurs en bâtiment, travaux publics;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);472B;Géomètres, topographes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);472C;Métreurs et techniciens divers du bâtiment et des travaux publics;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);472D;Techniciens des travaux publics de l'Etat et des collectivités locales;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);473A;Dessinateurs en électricité, électromécanique et électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);473B;Techniciens de recherche-développement et des méthodes de fabrication en électricité, électromécanique et électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);473C;Techniciens de fabrication et de contrôle-qualité en électricité, électromécanique et électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);474A;Dessinateurs en construction mécanique et travail des métaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);474B;Techniciens de recherche-développement et des méthodes de fabrication en construction mécanique et travail des métaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);474C;Techniciens de fabrication et de contrôle-qualité en construction mécanique et travail des métaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);475A;Techniciens de recherche-développement et des méthodes de production des industries de transformation;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);475B;Techniciens de production et de contrôle-qualité des industries de transformation;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);476A;Assistants techniques, techniciens de l'imprimerie et de l'édition;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);476B;Techniciens de l'industrie des matériaux souples, de l'ameublement et du bois;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);477A;Techniciens de la logistique, du planning et de l'ordonnancement;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);477B;Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);477C;Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);477D;Techniciens de l'environnement et du traitement des pollutions;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);478A;Techniciens d'étude et de développement en informatique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);478B;Techniciens de production, d'exploitation en informatique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);478C;Techniciens d'installation, de maintenance, support et services aux utilisateurs en informatique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);478D;Techniciens des télécommunications et de l'informatique des réseaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);479A;Techniciens des laboratoires de recherche publique ou de l'enseignement;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);479B;Experts salariés de niveau technicien, techniciens divers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);480A;Contremaîtres et agents d'encadrement (non cadres) en agriculture, sylviculture;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);480B;Maîtres d'équipage de la marine marchande et de la pêche;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);481A;Conducteurs de travaux (non cadres);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);481B;Chefs de chantier (non cadres);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);482A;Agents de maîtrise en fabrication de matériel électrique, électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);483A;Agents de maîtrise en construction mécanique, travail des métaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);484A;Agents de maîtrise en fabrication : agroalimentaire, chimie, plasturgie, pharmacie.;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);484B;Agents de maîtrise en fabrication : métallurgie, matériaux lourds et autres industries de transformation;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);485A;Agents de maîtrise et techniciens en production et distribution d'énergie, eau, chauffage;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);485B;Agents de maîtrise en fabrication des autres industries (imprimerie, matériaux souples, ameublement et bois);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);486B;Agents de maîtrise en maintenance, installation en électricité et électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);486C;Agents de maîtrise en maintenance, installation en électromécanique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);486D;Agents de maîtrise en maintenance, installation en mécanique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);486E;Agents de maîtrise en entretien général, installation, travaux neufs (hors mécanique, électromécanique, électronique);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);487A;Responsables d'entrepôt, de magasinage;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);487B;Responsables du tri, de l'emballage, de l'expédition et autres responsables de la manutention;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);488A;Maîtrise de restauration  : cuisine/production;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);488B;Maîtrise de restauration  : gestion d'établissement;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);521A;Employés de la Poste;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);521B;Employés de France Télécom (statut public);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);522A;Agents de constatation ou de recouvrement des Impôts, du Trésor, des Douanes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);523A;Adjoints administratifs de la fonction publique (y c. enseignement);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);523B;Adjoints administratifs de l'Etat et assimilés (sauf Poste, France Télécom);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);523C;Adjoints administratifs des collectivités locales;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);523D;Adjoints administratifs des hôpitaux publics	;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);524A;Agents administratifs de la fonction publique (y c. enseignement);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);524B;Agents administratifs de l'Etat et assimilés (sauf Poste, France Télécom);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);524C;Agents administratifs des collectivités locales;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);524D;Agents administratifs des hôpitaux publics;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);525A;Agents de service des établissements primaires;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);525B;Agents de service des autres établissements d'enseignement;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);525C;Agents de service de la fonction publique (sauf écoles, hôpitaux);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);525D;Agents de service hospitaliers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);526A;Aides-soignants;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);526B;Assistants dentaires, médicaux et vétérinaires, aides de techniciens médicaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);526C;Auxiliaires de puériculture;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);526D;Aides médico-psychologiques;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);526E;Ambulanciers salariés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);531A;Agents de police de l'Etat;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);531B;Agents des polices municipales;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);531C;Surveillants de l'administration pénitentiaire;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);532A;Gendarmes (de grade inférieur à adjudant);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);532B;Sergents et sous-officiers de grade équivalent des Armées (sauf pompiers militaires);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);532C;Hommes du rang (sauf pompiers militaires);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);533A;Pompiers (y.c. pompiers militaires);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);533B;Agents techniques forestiers, gardes des espaces naturels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);533C;Agents de surveillance du patrimoine et des administrations;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);534A;Agents civils de sécurité et de surveillance;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);534B;Convoyeurs de fonds, gardes du corps, enquêteurs privés et métiers assimilés (salariés);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);541B;Agents d'accueil qualifiés, hôtesses d'accueil et d'information;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);541C;Agents d'accueil non qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);541D;Standardistes, téléphonistes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);542A;Secrétaires;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);542B;Dactylos, sténodactylos (sans secrétariat), opérateurs de traitement de texte;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);543B;Employés qualifiés des services comptables ou financiers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);543C;Employés non qualifiés des services comptables ou financiers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);543E;Employés qualifiés des services du personnel et des services juridiques;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);543F;Employés qualifiés des services commerciaux des entreprises (hors vente);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);543G;Employés administratifs qualifiés des autres services des entreprises;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);543H;Employés administratifs non qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);544A;Employés et opérateurs d'exploitation en informatique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);545A;Employés administratifs des services techniques de la banque;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);545B;Employés des services commerciaux de la banque;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);545C;Employés des services techniques des assurances;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);545D;Employés des services techniques des organismes de sécurité sociale et assimilés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);546A;Contrôleurs des transports (personnels roulants);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);546B;Agents des services commerciaux des transports de voyageurs et du tourisme;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);546C;Employés administratifs d'exploitation des transports de marchandises;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);546D;Hôtesses de l'air et stewards;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);546E;Autres agents et hôtesses d'accompagnement (transports, tourisme);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);551A;Employés de libre service du commerce et magasiniers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);552A;Caissiers de magasin;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);553B;Vendeurs polyvalents des grands magasins;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);553C; Autres vendeurs non spécialisés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554A;Vendeurs en alimentation;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554B;Vendeurs en ameublement, décor, équipement du foyer;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554C;Vendeurs en droguerie, bazar, quincaillerie, bricolage;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554D;Vendeurs du commerce de fleurs;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554E;Vendeurs en habillement et articles de sport;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554F;Vendeurs en produits de beauté, de luxe (hors biens culturels) et optique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554G;Vendeurs de biens culturels (livres, disques, multimédia, objets d'art);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554H;Vendeurs de tabac, presse et articles divers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);554J;Pompistes et gérants de station-service (salariés ou mandataires);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);555A;Vendeurs par correspondance, télévendeurs;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);556A;Vendeurs en gros de biens d'équipement, biens intermédiaires;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);561B;Serveurs, commis de restaurant, garçons qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);561C;Serveurs, commis de restaurant, garçons non qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);561D;Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);561E;Employés de l'hôtellerie : réception et hall;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);561F;Employés d'étage et employés polyvalents de l'hôtellerie;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);562A;Manucures, esthéticiens;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);562B;Coiffeurs salariés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);563A;Assistantes maternelles, gardiennes d'enfants, familles d'accueil;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);563B;Aides à domicile, aides ménagères, travailleuses familiales;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);563C;Employés de maison et personnels de ménage chez des particuliers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);564A;Concierges, gardiens d'immeubles;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);564B;Employés des services divers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621A;Chefs d'équipe du gros oeuvre et des travaux publics;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621B;Ouvriers qualifiés du travail du béton;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621C;Conducteurs qualifiés d'engins de chantiers du bâtiment et des travaux publics;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621D;Ouvriers des travaux publics en installations électriques et de télécommunications;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621E;Autres ouvriers qualifiés des travaux publics;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621F;Ouvriers qualifiés des travaux publics (salariés de l'Etat et des collectivités locales);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);621G;Mineurs de fond qualifiés et autres ouvriers qualifiés des industries d'extraction (carrières, pétrole, gaz...);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);622A;Opérateurs qualifiés sur machines automatiques en production électrique ou électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);622C;Monteurs câbleurs qualifiés en électricité;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);622D;Câbleurs qualifiés en électronique (prototype, unité, petite série);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);622E;Autres monteurs câbleurs en électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);622F;Bobiniers qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);622G;Plateformistes, contrôleurs qualifiés de matériel électrique ou électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);623A;Chaudronniers-tôliers industriels, opérateurs qualifiés du travail en forge, conducteurs qualifiés d'équipement de formage, traceurs qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);623B;Tuyauteurs industriels qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);623D;Opérateurs qualifiés sur machine de soudage;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);623E;Soudeurs manuels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);623F;Opérateurs qualifiés d'usinage des métaux travaillant à l'unité ou en petite série, moulistes qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);623G;Opérateurs qualifiés d'usinage des métaux sur autres machines (sauf moulistes);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);624B;Monteurs, metteurs au point très qualifiés d'ensembles mécaniques travaillant à l'unité ou en petite série;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);624C;Monteurs qualifiés d'ensembles mécaniques travaillant en moyenne ou en grande série;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);624D;Monteurs qualifiés en structures métalliques;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);624E;Ouvriers qualifiés de contrôle et d'essais en mécanique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);624F;Ouvriers qualifiés des traitements thermiques et de surface sur métaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);624G;Autres mécaniciens ou ajusteurs qualifiés (ou spécialité non reconnue);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625A;Pilotes d'installation lourde des industries de transformation : agroalimentaire, chimie, plasturgie, énergie;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625B;Ouvriers qualifiés et agents qualifiés de laboratoire : agroalimentaire, chimie, biologie, pharmacie;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625C;Autres opérateurs et ouvriers qualifiés de la chimie (y.c. pharmacie) et de la plasturgie;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625D;Opérateurs de la transformation des viandes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625F;Autres opérateurs travaillant sur installations ou machines : industrie agroalimentaire (hors transformation des viandes);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625G;Autres ouvriers de production qualifiés ne travaillant pas sur machine : industrie agroalimentaire (hors transformation des viandes);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);625H;Ouvriers qualifiés des autres industries (eau, gaz, énergie, chauffage);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);626A;Pilotes d'installation lourde des industries de transformation : métallurgie, production verrière, matériaux de construction;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);626B;Autres opérateurs et ouvriers qualifiés : métallurgie, production verrière, matériaux de construction;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);626C;Opérateurs et ouvriers qualifiés des industries lourdes du bois et de la fabrication du papier-carton;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);627A;Opérateurs qualifiés du textile et de la mégisserie;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);627B;Ouvriers qualifiés de la coupe des vêtements et de l'habillement, autres opérateurs de confection qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);627C;Ouvriers qualifiés du travail industriel du cuir;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);627D;Ouvriers qualifiés de scierie, de la menuiserie industrielle et de l'ameublement;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);627E;Ouvriers de la photogravure et des laboratoires photographiques et cinématographiques;CHAR;4
